SKU ID,Category,Subcategory,Brand,Gender,Price
P0483,Accessories,Sunglasses,UrbanEdge,Unisex,50.9
P0484,Accessories,Caps,TrendAura,Unisex,18.99
P0485,Accessories,Belts,UrbanEdge,Women,38.49
P0486,Accessories,Socks,ModeStreet,Women,9.95
P0487,Accessories,Wallets,TrendAura,Men,46.9
P0488,Accessories,Sunglasses,UrbanEdge,Unisex,69.95
P0489,Accessories,Belts,LuxeLine,Women,53.95
P0490,Accessories,Caps,ModeStreet,Unisex,19.49
P0491,Accessories,Caps,UrbanEdge,Unisex,31.95
P0492,Accessories,Belts,LuxeLine,Women,54.99
P0493,Accessories,Socks,UrbanEdge,Men,8.9
P0494,Accessories,Sunglasses,TrendAura,Unisex,75.99
P0495,Accessories,Belts,LuxeLine,Women,30.99
P0496,Accessories,Scarves,UrbanEdge,Men,20.95
P0497,Accessories,Wallets,LuxeLine,Women,66.9
P0498,Accessories,Wallets,TrendAura,Women,44.99
P0499,Accessories,Socks,LuxeLine,Women,22.9
P0500,Accessories,Bags,TrendAura,Women,117.95
